Citation,Scientific_Name,Host_Species,Host_Family,Host_Family_Simplified,Host_Order,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Isolate_Lineage,Virus_Lineage,Virus_Dose,Dose_Method,Host_Isolate_Date,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer,Titer_SD,Titer_SE,Survival,Alive,Potential_Error,Variance
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,7,7,1,3.1,0.582065288,0.22,1,7,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,7,7,2,4,0.53,0.2,1,7,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,7,7,3,2.7,0.881816307,0.36,1,7,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,7,7,4,1.7,0,0,1,7,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,5,,,,1,0,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,6,,,,1,0,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,7,,,,1,0,N,N
Owen et al. 2006,Hylocichla_mustelina,Wood thrush,Turdidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,8,,,,1,0,N,N
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,1,4.405,0.15714961,0.042,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,2,4.543,0.752073135,0.201,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,3,2.136,1.126238873,0.301,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,4,1.7,0,0,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,5,,,,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,6,,,,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,7,,,,1,14,N,Y
Hofmeister et al. 2015,Aix_sponsa,Wood Duck,Sponsa,Other,Passeriformes,NY99,1999,New York,1a1,B,100000,needle,2012,"Madison, WI",14,14,8,,,,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,1,1.7,0,0,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,2,1.897,1.938178526,0.518,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,3,2.669,1.724904055,0.461,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,4,3.543,2.312344265,0.618,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,5,4.57,0.886772801,0.237,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,6,3.914,2.121519738,0.567,1,14,N,Y
Hofmeister et al. 2017,Taeniopygia_guttata,Zebra Finch,guttata,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2014,University of Illinois,14,14,7,3.406,2.645351772,0.707,1,14,N,Y
